transaction_id,customer_id,transaction_date,transaction_type,merchant_category,amount_eur,country,customer_segment
6214,438,2025-11-07 19:07:28,Card Payment,Restaurants,5.98,France,Standard
6215,54,2025-11-25 08:47:49,Card Payment,Healthcare,16.83,Germany,Standard
6216,452,2025-12-25 23:43:48,Transfer,Healthcare,150.92,Germany,Standard
6217,196,2025-10-17 03:57:45,Transfer,Travel,251.56,Spain,Standard
6218,831,2025-12-14 21:20:38,Transfer,Entertainment,86.75,France,Standard
6219,559,2025-10-19 05:35:34,Transfer,Entertainment,553.8,France,Business
6220,540,2025-06-30 03:48:37,Card Payment,Restaurants,2283.46,Senegal,Premium
6221,324,2025-08-17 19:47:03,Transfer,Entertainment,107.91,Spain,Premium
6222,852,2025-06-19 08:09:04,Cash Withdrawal,Healthcare,575.07,France,Premium
6223,198,2025-04-27 02:35:36,Online Payment,Transport,292.93,Germany,Standard
6224,813,2025-07-16 02:18:52,Transfer,Shopping,246.1,UK,Standard
6225,632,2025-11-19 01:50:30,Online Payment,Transport,258.51,Senegal,Standard
6226,146,2025-03-29 18:09:27,Card Payment,Groceries,241.52,Portugal,Standard
6227,542,2025-12-10 16:53:45,Card Payment,Entertainment,266.9,Senegal,Standard
6228,58,2025-06-16 08:16:33,Cash Withdrawal,Entertainment,40.58,Senegal,Standard
6229,526,2025-04-09 03:28:44,Online Payment,Groceries,526.01,Senegal,Premium
6230,629,2025-07-16 21:46:31,Cash Withdrawal,Entertainment,270.6,Portugal,Standard
6231,214,2025-12-17 06:06:29,Card Payment,Healthcare,191.94,UK,Standard
6232,726,2025-07-17 06:49:10,Online Payment,Healthcare,179.32,Senegal,Premium
6233,184,2025-06-28 05:57:12,Card Payment,Healthcare,98.59,UK,Standard
6234,685,2025-12-03 00:57:25,Card Payment,Utilities,656.09,Spain,Business
6235,456,2025-11-30 10:54:53,Card Payment,Utilities,221.21,France,Standard
6236,258,2025-10-31 20:33:08,Transfer,Shopping,974.87,Senegal,Business
6237,385,2025-11-30 13:59:39,Transfer,Entertainment,290.88,France,Standard
6238,181,2025-03-14 17:57:19,Transfer,Utilities,987.3,France,Standard
6239,458,2025-04-28 23:09:43,Online Payment,Transport,507.84,Senegal,Premium
6240,424,2025-12-12 03:59:52,Transfer,Groceries,195.88,Senegal,Standard
6241,918,2025-01-16 06:58:19,Transfer,Entertainment,31.16,Senegal,Standard
6242,92,2025-09-02 12:55:47,Transfer,Travel,138.61,Senegal,Standard
6243,593,2025-08-08 02:48:35,Card Payment,Shopping,498.92,UK,Premium
6244,635,2025-01-05 03:21:30,Card Payment,Travel,439.64,Senegal,Premium
6245,738,2025-02-11 00:02:12,Card Payment,Shopping,74.2,France,Standard
6246,190,2025-06-05 16:48:01,Card Payment,Entertainment,211.88,Germany,Premium
6247,380,2025-04-09 05:04:14,Card Payment,Travel,224.02,UK,Premium
6248,603,2025-01-31 12:17:24,Transfer,Healthcare,292.37,France,Standard
6249,3,2025-03-19 08:47:08,Card Payment,Entertainment,372.44,UK,Premium
6250,250,2025-12-26 06:45:55,Card Payment,Shopping,267.9,Senegal,Standard
6251,121,2025-02-20 13:39:39,Card Payment,Healthcare,192.76,France,Standard
6252,974,2025-04-23 00:27:43,Online Payment,Utilities,511.36,Senegal,Premium
6253,330,2025-09-09 19:13:50,Card Payment,Shopping,53.65,Spain,Standard
6254,72,2025-10-22 23:38:30,Transfer,Travel,48.94,France,Standard
6255,387,2025-01-26 15:43:20,Card Payment,Groceries,146.31,UK,Standard
6256,408,2025-08-24 02:06:00,Card Payment,Groceries,69.97,Senegal,Standard
6257,340,2025-10-21 23:17:37,Transfer,Shopping,39.93,Senegal,Standard
6258,876,2025-02-23 21:38:32,Transfer,Healthcare,184.59,UK,Standard
6259,590,2025-11-15 14:05:56,Online Payment,Travel,271.47,Senegal,Premium
6260,690,2025-02-05 05:24:52,Card Payment,Healthcare,84.99,UK,Standard
6261,154,2025-09-08 19:41:57,Transfer,Utilities,10.43,Senegal,Standard
6262,530,2025-09-18 18:22:37,Card Payment,Healthcare,138.43,Senegal,Standard
6263,157,2025-09-29 14:15:42,Card Payment,Utilities,557.22,Senegal,Business
6264,551,2025-09-15 06:49:22,Transfer,Restaurants,273.73,UK,Premium
6265,962,2025-10-19 16:01:47,Transfer,Groceries,524.9,Germany,Premium
6266,67,2025-07-01 00:34:51,Online Payment,Shopping,149.0,UK,Standard
6267,119,2025-04-21 14:00:16,Online Payment,Utilities,256.35,Portugal,Standard
6268,464,2025-08-17 19:00:04,Online Payment,Transport,24.36,UK,Standard
6269,991,2025-04-04 10:41:45,Card Payment,Groceries,163.03,Senegal,Standard
6270,771,2025-03-02 23:19:39,Online Payment,Shopping,281.77,UK,Standard
6271,246,2025-05-23 23:17:49,Card Payment,Travel,238.68,UK,Standard
6272,172,2025-10-19 14:51:58,Transfer,Utilities,199.9,Spain,Standard
6273,655,2025-12-01 22:15:18,Card Payment,Transport,239.91,Senegal,Standard
6274,65,2025-10-25 00:51:11,Card Payment,Transport,214.2,Senegal,Standard
6275,27,2025-06-06 10:14:46,Card Payment,Healthcare,360.54,Spain,Premium
6276,613,2025-06-18 03:34:36,Card Payment,Entertainment,825.18,Senegal,Business
6277,620,2025-10-17 03:23:25,Cash Withdrawal,Shopping,272.8,Germany,Standard
6278,887,2025-08-11 19:28:31,Cash Withdrawal,Transport,377.13,Germany,Premium
6279,611,2025-08-05 19:01:42,Card Payment,Travel,574.76,Senegal,Premium
6280,75,2025-11-24 15:32:00,Online Payment,Shopping,191.9,Senegal,Premium
6281,892,2025-12-17 05:32:17,Cash Withdrawal,Transport,70.67,Senegal,Premium
6282,856,2025-08-29 01:49:33,Transfer,Restaurants,582.51,UK,Premium
6283,571,2025-06-26 20:11:02,Online Payment,Entertainment,446.82,France,Premium
6284,158,2025-09-06 21:27:34,Card Payment,Groceries,80.21,UK,Standard
6285,999,2025-01-18 08:23:28,Cash Withdrawal,Healthcare,57.11,Senegal,Standard
6286,61,2025-07-31 03:21:46,Card Payment,Entertainment,24.03,Senegal,Standard
6287,459,2025-06-08 22:14:15,Card Payment,Travel,115.06,Spain,Premium
6288,312,2025-02-21 22:12:36,Transfer,Healthcare,128.71,UK,Standard
6289,277,2025-04-03 13:12:45,Transfer,Entertainment,259.83,UK,Standard
6290,78,2025-07-26 08:27:41,Transfer,Groceries,58.82,Portugal,Premium
6291,218,2025-09-06 17:14:19,Card Payment,Restaurants,295.08,Senegal,Standard
6292,57,2025-09-17 06:16:24,Transfer,Shopping,511.7,Portugal,Premium
6293,241,2025-12-22 10:07:51,Transfer,Entertainment,894.85,Germany,Business
6294,263,2025-01-03 04:16:00,Transfer,Restaurants,31.96,Senegal,Standard
6295,124,2025-02-21 13:29:42,Card Payment,Entertainment,145.8,Senegal,Standard
6296,891,2025-07-05 13:24:48,Online Payment,Utilities,188.66,UK,Standard
6297,826,2025-07-05 00:30:25,Online Payment,Restaurants,272.17,UK,Standard
6298,517,2025-03-27 11:38:33,Cash Withdrawal,Healthcare,152.91,France,Premium
6299,154,2025-12-24 05:16:12,Transfer,Utilities,48.43,Senegal,Standard
6300,99,2025-10-22 15:44:42,Cash Withdrawal,Entertainment,240.32,Portugal,Standard
6301,334,2025-04-25 13:36:32,Online Payment,Restaurants,335.51,UK,Premium
6302,20,2025-06-16 19:02:57,Card Payment,Shopping,257.72,UK,Standard
6303,46,2025-05-30 01:31:01,Online Payment,Shopping,235.67,Senegal,Standard
6304,488,2025-06-27 18:59:22,Online Payment,Restaurants,158.22,Senegal,Standard
6305,452,2025-01-12 15:34:29,Cash Withdrawal,Utilities,260.85,Germany,Standard
6306,898,2025-04-22 13:51:16,Cash Withdrawal,Entertainment,261.34,France,Standard
6307,20,2025-12-13 04:56:50,Transfer,Entertainment,108.86,UK,Standard
6308,429,2025-07-29 16:45:17,Card Payment,Utilities,281.44,France,Standard
6309,383,2025-03-11 23:09:10,Online Payment,Transport,29.89,Senegal,Standard
6310,964,2025-06-03 03:28:31,Card Payment,Groceries,296.52,France,Standard
6311,850,2025-06-22 13:49:31,Online Payment,Shopping,562.95,UK,Premium
6312,872,2025-05-02 16:00:16,Transfer,Travel,67.41,Senegal,Standard
6313,605,2025-12-20 12:06:56,Transfer,Healthcare,7.33,France,Standard
6314,255,2025-12-02 08:07:09,Transfer,Transport,480.88,UK,Premium
6315,675,2025-12-19 13:14:39,Online Payment,Travel,241.31,France,Standard
6316,866,2025-05-28 12:05:38,Card Payment,Healthcare,238.67,Senegal,Standard
6317,117,2025-03-28 05:34:39,Card Payment,Entertainment,278.39,UK,Standard
6318,13,2025-05-12 09:47:15,Transfer,Utilities,473.11,Spain,Premium
6319,820,2025-08-18 02:44:12,Online Payment,Travel,41.0,Spain,Standard
6320,573,2025-10-19 21:34:36,Transfer,Travel,36.18,Germany,Premium
6321,817,2025-07-16 23:57:28,Transfer,Shopping,210.52,France,Premium
6322,870,2025-03-16 21:11:52,Transfer,Restaurants,186.82,UK,Standard
6323,529,2025-09-06 18:27:13,Online Payment,Travel,37.36,Senegal,Business
6324,383,2025-11-30 06:56:28,Cash Withdrawal,Transport,226.31,Senegal,Standard
6325,650,2025-11-30 15:06:56,Card Payment,Travel,181.56,UK,Standard
6326,935,2025-06-03 02:40:09,Card Payment,Groceries,415.08,UK,Premium
6327,144,2025-10-26 00:03:39,Card Payment,Restaurants,332.8,Portugal,Premium
6328,694,2025-02-16 00:07:55,Online Payment,Travel,229.95,Germany,Standard
6329,472,2025-07-24 00:56:04,Card Payment,Restaurants,1098.62,UK,Business
6330,251,2025-06-20 20:19:44,Cash Withdrawal,Travel,155.84,Senegal,Standard
6331,679,2025-09-07 04:53:27,Transfer,Shopping,235.71,Senegal,Standard
6332,799,2025-12-30 17:59:55,Card Payment,Utilities,56.27,Senegal,Standard
6333,508,2025-04-25 02:38:43,Online Payment,Utilities,259.88,Senegal,Standard
6334,733,2025-06-02 08:45:47,Transfer,Groceries,241.3,Portugal,Standard
6335,48,2025-07-12 18:39:49,Cash Withdrawal,Healthcare,346.3,France,Premium
6336,734,2025-01-17 02:23:32,Cash Withdrawal,Restaurants,39.59,Senegal,Standard
6337,831,2025-02-16 08:18:56,Transfer,Healthcare,87.39,France,Standard
6338,108,2025-06-08 14:06:49,Card Payment,Travel,110.26,Senegal,Standard
6339,8,2025-02-06 17:48:56,Card Payment,Restaurants,414.76,Senegal,Premium
6340,541,2025-03-13 17:59:00,Card Payment,Groceries,95.98,France,Standard
6341,877,2025-11-09 06:04:17,Card Payment,Transport,262.5,Germany,Standard
6342,25,2025-06-26 04:44:37,Card Payment,Groceries,257.83,UK,Standard
6343,887,2025-02-22 00:21:09,Card Payment,Travel,62.76,Germany,Premium
6344,589,2025-02-05 16:44:11,Card Payment,Transport,8411.2,UK,Business
6345,617,2025-07-23 23:12:03,Transfer,Restaurants,457.07,UK,Premium
6346,174,2025-01-17 06:25:50,Card Payment,Groceries,54.35,Germany,Premium
6347,31,2025-02-08 10:05:39,Online Payment,Transport,250.59,France,Standard
6348,398,2025-07-26 01:18:19,Transfer,Transport,260.27,Senegal,Standard
6349,959,2025-11-20 10:16:46,Card Payment,Restaurants,268.87,Germany,Standard
6350,374,2025-04-15 12:46:24,Card Payment,Groceries,133.0,Senegal,Standard
6351,235,2025-07-25 06:49:35,Card Payment,Utilities,111.91,UK,Standard
6352,432,2025-10-23 09:54:25,Card Payment,Transport,15.52,Spain,Standard
6353,387,2025-07-05 02:43:00,Online Payment,Healthcare,77.05,UK,Standard
6354,830,2025-03-06 01:04:02,Cash Withdrawal,Entertainment,69.29,Senegal,Premium
6355,606,2025-10-28 05:27:18,Card Payment,Utilities,42.52,Spain,Premium
6356,301,2025-04-14 12:18:18,Online Payment,Healthcare,96.27,Portugal,Standard
6357,581,2025-10-16 01:48:58,Transfer,Travel,127.39,Senegal,Standard
6358,228,2025-07-05 17:29:42,Cash Withdrawal,Utilities,199.98,Germany,Standard
6359,285,2025-01-10 00:25:28,Card Payment,Transport,178.47,France,Standard
6360,29,2025-07-13 17:46:21,Cash Withdrawal,Shopping,35.08,Spain,Standard
6361,370,2025-03-04 09:45:25,Card Payment,Shopping,264.01,UK,Premium
6362,401,2025-11-21 13:28:38,Card Payment,Groceries,71.42,Senegal,Standard
6363,889,2025-11-26 05:52:26,Online Payment,Shopping,119.61,Senegal,Standard
6364,61,2025-01-11 05:06:48,Card Payment,Transport,230.02,Senegal,Standard
6365,219,2025-11-04 19:00:59,Card Payment,Transport,115.71,Portugal,Standard
6366,561,2025-09-07 12:42:31,Online Payment,Groceries,744.72,Senegal,Standard
6367,34,2025-10-24 05:52:50,Card Payment,Entertainment,161.58,France,Business
6368,400,2025-01-11 10:12:54,Online Payment,Healthcare,144.58,France,Standard
6369,411,2025-12-11 23:12:21,Card Payment,Travel,392.03,France,Premium
6370,930,2025-12-12 15:42:09,Transfer,Shopping,297.52,Senegal,Standard
6371,355,2025-03-14 00:07:38,Card Payment,Healthcare,236.45,Senegal,Standard
6372,264,2025-04-27 13:57:40,Online Payment,Healthcare,57.4,Senegal,Premium
6373,802,2025-06-01 03:13:05,Transfer,Utilities,355.48,Spain,Business
6374,259,2025-08-29 04:11:12,Card Payment,Restaurants,218.16,Portugal,Standard
6375,703,2025-02-02 10:47:55,Online Payment,Healthcare,281.61,Germany,Standard
6376,373,2025-01-27 01:48:39,Transfer,Entertainment,9.52,Senegal,Standard
6377,149,2025-06-29 11:06:18,Transfer,Groceries,294.12,Portugal,Standard
6378,482,2025-03-11 16:21:01,Card Payment,Entertainment,130.29,UK,Standard
6379,705,2025-01-20 22:13:00,Card Payment,Shopping,64.92,Senegal,Standard
6380,26,2025-09-25 04:14:20,Transfer,Restaurants,164.03,Spain,Premium
6381,271,2025-04-12 15:13:52,Cash Withdrawal,Shopping,135.38,UK,Standard
6382,7,2025-01-07 06:05:42,Card Payment,Transport,150.14,France,Standard
6383,178,2025-12-05 23:58:20,Card Payment,Entertainment,100.29,Spain,Standard
6384,83,2025-04-06 19:52:43,Card Payment,Transport,551.13,France,Business
6385,29,2025-07-09 09:40:52,Online Payment,Entertainment,93.25,Spain,Standard
6386,696,2025-11-11 01:19:01,Card Payment,Travel,155.92,France,Premium
6387,360,2025-08-17 06:50:32,Cash Withdrawal,Shopping,337.14,Senegal,Premium
6388,629,2025-01-14 19:46:35,Card Payment,Travel,187.44,Portugal,Standard
6389,168,2025-08-11 03:58:18,Online Payment,Travel,394.52,France,Premium
6390,140,2025-07-29 17:27:30,Online Payment,Travel,89.04,Senegal,Standard
6391,386,2025-01-25 20:12:35,Card Payment,Entertainment,235.62,Portugal,Premium
6392,268,2025-06-06 09:01:21,Online Payment,Groceries,224.68,Senegal,Standard
6393,814,2025-10-25 21:04:44,Online Payment,Restaurants,110.07,UK,Standard
6394,906,2025-06-26 22:53:17,Card Payment,Travel,80.69,Portugal,Premium
6395,343,2025-03-20 11:44:08,Cash Withdrawal,Transport,79.01,Senegal,Standard
6396,700,2025-12-11 19:42:56,Card Payment,Groceries,155.21,Germany,Premium
6397,780,2025-10-16 19:15:49,Card Payment,Transport,326.67,UK,Premium
6398,37,2025-11-06 01:33:17,Cash Withdrawal,Restaurants,161.37,Germany,Standard
6399,871,2025-04-23 00:32:42,Online Payment,Utilities,37.83,Senegal,Business
6400,752,2025-09-27 10:32:26,Transfer,Utilities,977.99,Senegal,Business
6401,20,2025-07-25 21:34:16,Card Payment,Travel,193.02,UK,Standard
6402,146,2025-01-09 11:57:21,Transfer,Transport,176.59,Portugal,Standard
6403,14,2025-07-01 17:39:34,Online Payment,Transport,351.4,Senegal,Premium
6404,301,2025-01-13 15:53:32,Online Payment,Shopping,107.76,Portugal,Standard
6405,606,2025-08-21 15:48:03,Online Payment,Transport,534.88,Spain,Premium
6406,483,2025-11-21 11:33:25,Card Payment,Shopping,77.48,France,Standard
6407,763,2025-11-03 16:48:54,Online Payment,Travel,302.25,Germany,Premium
6408,640,2025-03-26 17:19:32,Card Payment,Travel,116.23,France,Premium
6409,224,2025-01-22 06:56:29,Card Payment,Shopping,284.59,France,Standard
6410,693,2025-06-17 14:53:37,Online Payment,Transport,173.44,Senegal,Standard
6411,416,2025-12-17 08:30:14,Cash Withdrawal,Transport,277.56,Senegal,Standard
6412,316,2025-04-29 05:28:21,Card Payment,Healthcare,122.17,Portugal,Standard
6413,973,2025-02-13 23:20:09,Transfer,Healthcare,118.47,Senegal,Standard
6414,649,2025-11-18 03:09:30,Cash Withdrawal,Groceries,560.24,France,Premium
6415,598,2025-05-02 15:34:27,Card Payment,Groceries,52.24,Senegal,Standard
6416,768,2025-05-08 19:26:47,Card Payment,Shopping,220.02,France,Standard
6417,47,2025-05-28 02:43:59,Card Payment,Transport,160.03,Senegal,Standard
6418,193,2025-10-15 05:12:08,Card Payment,Healthcare,216.15,UK,Standard
6419,424,2025-07-15 06:12:37,Card Payment,Transport,223.43,Senegal,Standard
6420,26,2025-04-28 12:31:03,Card Payment,Shopping,282.15,Spain,Premium
6421,320,2025-08-02 11:06:58,Card Payment,Entertainment,279.86,Germany,Standard
6422,463,2025-07-22 18:38:09,Online Payment,Utilities,23.94,Senegal,Standard
6423,547,2025-11-23 00:41:08,Card Payment,Restaurants,124.33,UK,Standard
6424,15,2025-03-05 10:51:27,Transfer,Shopping,141.92,UK,Premium
6425,561,2025-02-23 14:43:51,Transfer,Healthcare,154.6,Senegal,Standard
6426,383,2025-12-14 09:38:01,Online Payment,Groceries,158.13,Senegal,Standard
6427,919,2025-05-25 10:21:08,Card Payment,Groceries,226.56,UK,Standard
6428,971,2025-08-10 02:23:18,Card Payment,Restaurants,337.89,Senegal,Premium
6429,479,2025-10-07 16:39:26,Card Payment,Travel,15.03,UK,Standard
6430,223,2025-10-16 07:06:18,Cash Withdrawal,Travel,251.18,Senegal,Standard
6431,707,2025-03-19 21:27:43,Card Payment,Transport,61.05,Portugal,Standard
6432,756,2025-11-25 19:06:07,Card Payment,Groceries,394.42,Senegal,Standard
6433,807,2025-07-25 10:25:16,Cash Withdrawal,Shopping,344.93,Senegal,Premium
6434,502,2025-12-20 14:49:22,Card Payment,Restaurants,218.98,France,Standard
6435,569,2025-09-01 23:37:42,Online Payment,Utilities,263.95,Senegal,Standard
6436,135,2025-10-13 03:45:35,Online Payment,Restaurants,192.52,Portugal,Standard
6437,572,2025-04-05 13:17:27,Card Payment,Entertainment,269.93,UK,Standard
6438,705,2025-04-13 14:28:24,Transfer,Utilities,15.08,Senegal,Standard
6439,499,2025-06-09 02:38:45,Card Payment,Groceries,197.24,Senegal,Standard
6440,936,2025-09-10 11:16:42,Cash Withdrawal,Healthcare,124.08,Senegal,Standard
6441,613,2025-12-18 09:08:02,Online Payment,Healthcare,208.64,Senegal,Business
6442,544,2025-10-28 03:12:24,Transfer,Groceries,104.86,France,Standard
6443,428,2025-05-05 16:10:26,Card Payment,Transport,56.22,Germany,Standard
6444,625,2025-01-30 20:14:56,Transfer,Entertainment,272.18,Senegal,Standard
6445,915,2025-09-22 03:30:36,Card Payment,Restaurants,237.21,Spain,Standard
6446,281,2025-08-04 21:29:00,Card Payment,Entertainment,78.73,Portugal,Standard
6447,529,2025-01-22 15:58:17,Cash Withdrawal,Utilities,1136.78,Senegal,Business
6448,172,2025-06-24 15:43:18,Transfer,Travel,34.24,Spain,Standard
6449,819,2025-12-22 14:09:21,Online Payment,Restaurants,73.2,Senegal,Standard
6450,511,2025-09-09 01:21:43,Transfer,Transport,410.71,UK,Premium
6451,87,2025-01-01 09:17:45,Card Payment,Transport,255.38,Senegal,Standard
6452,302,2025-08-03 04:39:58,Card Payment,Restaurants,15.96,Senegal,Standard
6453,292,2025-04-20 16:20:08,Transfer,Shopping,153.62,France,Standard
6454,558,2025-04-24 04:43:50,Transfer,Travel,212.28,Senegal,Standard
6455,817,2025-04-07 22:15:13,Card Payment,Travel,24.95,France,Premium
6456,898,2025-07-28 20:17:30,Transfer,Entertainment,193.98,France,Standard
6457,583,2025-05-30 02:42:38,Online Payment,Groceries,130.86,Senegal,Standard
6458,715,2025-08-01 14:44:00,Card Payment,Shopping,195.1,Senegal,Standard
6459,954,2025-07-10 15:09:49,Cash Withdrawal,Utilities,290.62,Senegal,Premium
6460,800,2025-08-20 17:32:12,Card Payment,Shopping,109.3,Spain,Standard
6461,732,2025-05-22 12:20:59,Card Payment,Entertainment,171.04,Portugal,Standard
6462,518,2025-09-20 06:59:06,Card Payment,Transport,163.04,France,Standard
6463,451,2025-07-13 01:21:59,Card Payment,Restaurants,61.08,France,Standard
6464,289,2025-07-19 18:04:41,Card Payment,Shopping,100.7,Spain,Standard
6465,656,2025-03-30 22:29:42,Card Payment,Transport,295.9,France,Standard
6466,341,2025-01-02 08:31:30,Cash Withdrawal,Transport,274.38,Portugal,Standard
6467,449,2025-01-02 08:06:41,Cash Withdrawal,Utilities,460.79,Germany,Premium
6468,855,2025-02-16 22:45:37,Cash Withdrawal,Groceries,94.69,Senegal,Standard
6469,161,2025-06-13 04:22:24,Card Payment,Groceries,156.19,France,Standard
6470,16,2025-01-02 18:03:35,Transfer,Transport,186.34,Spain,Standard
6471,869,2025-02-10 08:33:10,Cash Withdrawal,Utilities,189.27,Portugal,Standard
6472,131,2025-07-07 21:24:37,Transfer,Groceries,54.11,Senegal,Standard
6473,298,2025-07-11 16:19:20,Card Payment,Groceries,24.46,France,Standard
6474,374,2025-11-21 05:24:19,Card Payment,Healthcare,93.88,Senegal,Standard
6475,569,2025-12-09 00:06:57,Card Payment,Groceries,207.22,Senegal,Standard
6476,804,2025-06-11 17:26:03,Card Payment,Groceries,262.08,Germany,Standard
6477,216,2025-01-04 01:02:39,Transfer,Shopping,39.16,France,Standard
6478,765,2025-12-12 02:26:00,Card Payment,Travel,249.27,Portugal,Standard
6479,676,2025-12-21 05:59:24,Card Payment,Transport,269.9,France,Premium
6480,301,2025-10-30 03:19:40,Card Payment,Entertainment,116.1,Portugal,Standard
6481,523,2025-07-18 22:33:58,Card Payment,Utilities,72.89,Germany,Standard
6482,999,2025-05-15 14:18:57,Card Payment,Healthcare,103.06,Senegal,Standard
6483,805,2025-08-02 00:46:44,Card Payment,Utilities,84.15,France,Standard
6484,382,2025-12-27 21:26:17,Card Payment,Restaurants,244.8,France,Standard
6485,976,2025-12-27 04:11:54,Card Payment,Travel,116.26,Senegal,Standard
6486,527,2025-02-25 10:31:36,Card Payment,Entertainment,157.67,France,Standard
6487,655,2025-09-27 16:11:55,Card Payment,Travel,294.43,Senegal,Standard
6488,267,2025-10-16 08:46:45,Card Payment,Restaurants,241.59,Portugal,Standard
6489,888,2025-11-07 07:35:00,Card Payment,Groceries,260.45,UK,Standard
6490,901,2025-02-05 05:56:47,Card Payment,Shopping,91.82,Senegal,Standard
6491,87,2025-06-19 16:00:09,Cash Withdrawal,Shopping,298.12,Senegal,Standard
6492,622,2025-06-25 14:36:09,Transfer,Groceries,552.62,Senegal,Premium
6493,397,2025-07-15 23:19:29,Cash Withdrawal,Healthcare,43.68,Senegal,Standard
6494,215,2025-04-12 16:05:41,Online Payment,Entertainment,273.58,Senegal,Premium
6495,715,2025-05-26 03:36:21,Card Payment,Entertainment,37.2,Senegal,Standard
6496,242,2025-09-07 22:04:16,Card Payment,Healthcare,590.27,UK,Business
6497,370,2025-03-09 09:52:41,Online Payment,Utilities,448.6,UK,Premium
6498,892,2025-08-04 17:10:20,Transfer,Healthcare,138.69,Senegal,Premium
6499,322,2025-03-09 01:05:46,Card Payment,Healthcare,176.87,Portugal,Standard
6500,858,2025-03-25 19:35:28,Transfer,Entertainment,165.74,Senegal,Premium
6501,722,2025-09-28 05:02:00,Transfer,Shopping,271.14,Senegal,Standard
6502,387,2025-03-03 08:34:33,Online Payment,Healthcare,124.09,UK,Standard
6503,692,2025-08-07 18:25:49,Card Payment,Healthcare,84.51,UK,Standard
6504,619,2025-09-23 15:25:58,Online Payment,Travel,1248.15,Spain,Standard
6505,238,2025-10-04 08:42:52,Transfer,Transport,296.14,Germany,Standard
6506,332,2025-05-30 09:28:52,Transfer,Shopping,184.92,Germany,Standard
6507,478,2025-06-03 09:55:42,Card Payment,Healthcare,41.44,Senegal,Premium
6508,352,2025-11-05 12:09:44,Cash Withdrawal,Healthcare,340.82,Senegal,Premium
6509,259,2025-01-29 16:36:57,Card Payment,Restaurants,167.13,Portugal,Standard
6510,326,2025-07-15 00:15:55,Online Payment,Utilities,185.23,France,Standard
6511,245,2025-01-16 08:18:55,Card Payment,Restaurants,294.57,Senegal,Standard
6512,322,2025-07-10 19:28:35,Card Payment,Transport,1279.78,Portugal,Standard
6513,507,2025-01-16 03:52:14,Card Payment,Groceries,535.48,France,Premium
6514,196,2025-03-30 11:44:05,Transfer,Utilities,252.22,Spain,Standard
6515,404,2025-09-02 11:05:08,Online Payment,Healthcare,252.07,Senegal,Standard
6516,792,2025-09-03 17:33:47,Transfer,Travel,245.27,France,Standard
6517,69,2025-09-28 14:58:11,Transfer,Restaurants,124.87,UK,Standard
6518,72,2025-07-20 07:33:34,Card Payment,Utilities,239.68,France,Standard
6519,811,2025-07-29 04:43:36,Transfer,Utilities,8.05,France,Standard
6520,311,2025-07-26 14:26:10,Transfer,Travel,377.73,Spain,Business
6521,376,2025-06-10 08:11:30,Online Payment,Shopping,172.27,Senegal,Standard
6522,404,2025-11-29 12:15:03,Card Payment,Utilities,246.05,Senegal,Standard
6523,295,2025-01-25 19:41:33,Card Payment,Transport,197.56,Portugal,Standard
6524,668,2025-11-12 09:05:06,Card Payment,Transport,423.37,UK,Premium
6525,919,2025-12-12 21:27:10,Card Payment,Restaurants,162.13,UK,Standard
6526,167,2025-01-14 10:30:58,Online Payment,Entertainment,155.2,UK,Premium
6527,649,2025-01-20 02:53:57,Card Payment,Travel,375.2,France,Premium
6528,616,2025-06-11 04:50:36,Card Payment,Utilities,60.5,Portugal,Standard
6529,826,2025-06-10 23:12:07,Card Payment,Shopping,268.24,UK,Standard
6530,468,2025-08-05 18:49:59,Card Payment,Shopping,210.08,Senegal,Standard
6531,428,2025-08-18 20:46:32,Online Payment,Transport,197.24,Germany,Standard
6532,761,2025-08-12 22:24:41,Online Payment,Utilities,71.73,Spain,Standard
6533,319,2025-06-14 16:18:07,Online Payment,Groceries,65.27,Senegal,Premium
6534,404,2025-12-09 06:22:50,Online Payment,Transport,127.18,Senegal,Standard
6535,906,2025-02-03 00:30:20,Transfer,Entertainment,41.3,Portugal,Premium
6536,219,2025-09-07 08:56:47,Card Payment,Shopping,23.58,Portugal,Standard
6537,685,2025-05-11 23:06:10,Card Payment,Travel,454.95,Spain,Business
6538,439,2025-03-07 23:59:48,Card Payment,Entertainment,176.05,Germany,Premium
6539,820,2025-12-12 06:19:04,Card Payment,Shopping,222.54,Spain,Standard
6540,447,2025-09-20 22:29:16,Card Payment,Groceries,27.46,Senegal,Standard
6541,178,2025-06-20 07:43:09,Cash Withdrawal,Transport,268.32,Spain,Standard
6542,348,2025-08-09 04:33:52,Online Payment,Shopping,994.15,Germany,Business
6543,850,2025-09-12 18:36:41,Online Payment,Travel,485.6,UK,Premium
6544,87,2025-05-26 16:33:07,Online Payment,Utilities,235.74,Senegal,Standard
6545,815,2025-01-23 16:51:52,Card Payment,Transport,77.23,Germany,Standard
6546,689,2025-01-10 13:37:40,Card Payment,Transport,153.38,Spain,Standard
6547,716,2025-06-27 11:28:42,Online Payment,Restaurants,202.61,Senegal,Standard
6548,788,2025-11-12 00:50:25,Card Payment,Entertainment,56.07,Germany,Premium
6549,678,2025-06-28 21:32:57,Transfer,Travel,37.05,UK,Standard
6550,466,2025-01-01 08:26:53,Card Payment,Healthcare,50.88,Portugal,Standard
6551,122,2025-11-02 09:06:42,Card Payment,Shopping,233.36,Portugal,Premium
