transaction_amount,transaction_hour,customer_transaction_count,customer_average_amount,international_transaction,failed_transactions,amount_deviation,amount_ratio,high_amount_flag,night_transaction,failed_transaction_ratio,actual_fraud,fraud_probability,risk_score,risk_level
44.62,5,22,62.35,0,0,-17.730000000000004,0.7156375300721731,0,1,0.0,0,0.02,2.0,Low Risk
101.42,23,24,125.32,0,2,-23.89999999999999,0.8092882221512927,0,1,0.08333333333333333,0,0.02,2.0,Low Risk
66.09,21,34,73.25,0,1,-7.159999999999997,0.9022525597269625,0,0,0.029411764705882353,0,0.02,2.0,Low Risk
52.97,23,1,86.43,0,0,-33.46000000000001,0.6128659030429249,0,1,0.0,0,0.02,2.0,Low Risk
213.11,0,29,153.77,0,1,59.34,1.3859010210053977,0,1,0.034482758620689655,0,0.02,2.0,Low Risk
42.96,15,24,78.25,0,1,-35.29,0.5490095846645368,0,0,0.041666666666666664,0,0.02,2.0,Low Risk
92.57,19,39,52.7,0,0,39.86999999999999,1.7565464895635672,0,0,0.0,0,0.02,2.0,Low Risk
212.62,8,14,166.52,0,0,46.099999999999994,1.276843622387701,0,0,0.0,0,0.02,2.0,Low Risk
97.29,21,11,51.55,1,1,45.74000000000001,1.8872938894277402,0,0,0.09090909090909091,0,0.02,2.0,Low Risk
344.44,13,7,63.69,0,0,280.75,5.408070340712828,1,0,0.0,0,0.02,2.0,Low Risk
154.91,23,15,179.73,0,2,-24.819999999999993,0.8619039670617037,0,1,0.13333333333333333,0,0.02,2.0,Low Risk
282.65,20,13,39.15,0,2,243.49999999999997,7.219667943805875,1,0,0.15384615384615385,0,0.02,2.0,Low Risk
62.06,15,32,52.6,0,3,9.46,1.1798479087452471,0,0,0.09375,0,0.02,2.0,Low Risk
159.4,4,33,41.99,0,0,117.41,3.7961419385567994,1,1,0.0,0,0.02,2.0,Low Risk
105.07,19,35,105.08,0,3,-0.010000000000005116,0.9999048344118766,0,0,0.08571428571428572,0,0.02,2.0,Low Risk
283.05,19,13,225.33,0,3,57.72,1.2561576354679802,0,0,0.23076923076923078,0,0.02,2.0,Low Risk
141.1,10,32,287.92,0,1,-146.82000000000002,0.4900666851903306,0,0,0.03125,0,0.02,2.0,Low Risk
119.94,17,1,118.73,0,1,1.2099999999999937,1.0101911900951739,0,0,1.0,0,0.02,2.0,Low Risk
130.07,16,8,83.51,0,2,46.55999999999999,1.5575380193988742,0,0,0.25,0,0.02,2.0,Low Risk
169.38,6,19,79.0,0,4,90.38,2.144050632911392,1,0,0.21052631578947367,0,0.02,2.0,Low Risk
128.74,18,33,167.84,0,2,-39.099999999999994,0.7670400381315539,0,0,0.06060606060606061,0,0.02,2.0,Low Risk
260.25,14,39,83.23,0,3,177.01999999999998,3.126877327886579,1,0,0.07692307692307693,0,0.02,2.0,Low Risk
146.97,16,12,154.34,0,1,-7.3700000000000045,0.952248283011533,0,0,0.08333333333333333,0,0.02,2.0,Low Risk
86.31,3,21,92.94,0,2,-6.6299999999999955,0.9286636539703035,0,1,0.09523809523809523,0,0.02,2.0,Low Risk
82.81,21,28,63.92,1,1,18.89,1.2955256570713392,0,0,0.03571428571428571,0,0.02,2.0,Low Risk
27.22,9,18,95.01,0,0,-67.79,0.2864961582991264,0,0,0.0,0,0.02,2.0,Low Risk
159.85,22,38,39.53,0,4,120.32,4.043764229698962,1,0,0.10526315789473684,0,0.02,2.0,Low Risk
125.05,20,37,147.13,0,1,-22.08,0.8499286345408822,0,0,0.02702702702702703,0,0.02,2.0,Low Risk
120.9,9,11,130.33,1,2,-9.430000000000007,0.9276452083173482,0,0,0.18181818181818182,0,0.02,2.0,Low Risk
259.24,11,18,85.01,0,0,174.23000000000002,3.049523585460534,1,0,0.0,0,0.02,2.0,Low Risk
460.26,8,27,69.04,0,1,391.21999999999997,6.666570104287369,1,0,0.037037037037037035,0,0.02,2.0,Low Risk
123.56,18,15,166.37,0,3,-42.81,0.7426819739135662,0,0,0.2,0,0.02,2.0,Low Risk
384.08,20,32,51.83,0,1,332.25,7.410380088751688,1,0,0.03125,0,0.02,2.0,Low Risk
19.59,7,27,58.4,0,4,-38.81,0.33544520547945206,0,0,0.14814814814814814,0,0.02,2.0,Low Risk
280.56,23,31,392.57,0,0,-112.00999999999999,0.7146750897929032,0,1,0.0,0,0.02,2.0,Low Risk
23.19,13,20,149.64,0,0,-126.44999999999999,0.15497193263833203,0,0,0.0,0,0.02,2.0,Low Risk
85.47,4,37,110.8,1,2,-25.33,0.7713898916967509,0,1,0.05405405405405406,0,0.02,2.0,Low Risk
101.47,7,26,101.9,0,1,-0.4300000000000068,0.9957801766437684,0,0,0.038461538461538464,0,0.02,2.0,Low Risk
319.94,5,9,117.46,0,1,202.48000000000002,2.7238208751915547,1,1,0.1111111111111111,0,0.02,2.0,Low Risk
29.57,12,20,66.41,0,2,-36.839999999999996,0.445264267429604,0,0,0.1,0,0.02,2.0,Low Risk
66.0,3,12,168.45,0,2,-102.44999999999999,0.39180765805877116,0,1,0.16666666666666666,0,0.02,2.0,Low Risk
62.1,11,17,159.11,0,3,-97.01000000000002,0.39029602162026267,0,0,0.17647058823529413,0,0.02,2.0,Low Risk
50.32,18,15,48.02,0,2,2.299999999999997,1.0478967097042897,0,0,0.13333333333333333,0,0.02,2.0,Low Risk
77.44,15,23,38.22,0,1,39.22,2.0261643118785977,1,0,0.043478260869565216,0,0.02,2.0,Low Risk
129.53,18,17,171.47,0,2,-41.94,0.7554091094652126,0,0,0.11764705882352941,0,0.02,2.0,Low Risk
100.29,16,7,196.98,0,3,-96.68999999999998,0.5091379835516296,0,0,0.42857142857142855,0,0.02,2.0,Low Risk
163.93,12,19,178.46,0,2,-14.530000000000001,0.9185811946654713,0,0,0.10526315789473684,0,0.02,2.0,Low Risk
59.49,21,7,127.92,0,0,-68.43,0.4650562851782364,0,0,0.0,0,0.02,2.0,Low Risk
118.74,2,33,133.08,0,2,-14.340000000000018,0.8922452660054102,0,1,0.06060606060606061,0,0.02,2.0,Low Risk
153.31,16,27,107.34,0,3,45.97,1.4282653251350848,0,0,0.1111111111111111,0,0.02,2.0,Low Risk
100.39,13,33,33.3,0,2,67.09,3.014714714714715,1,0,0.06060606060606061,0,0.02,2.0,Low Risk
37.91,23,1,66.45,0,2,-28.540000000000006,0.5705041384499623,0,1,2.0,0,0.02,2.0,Low Risk
105.32,0,21,56.0,0,0,49.31999999999999,1.8807142857142856,0,1,0.0,0,0.02,2.0,Low Risk
43.87,19,30,84.3,0,3,-40.43,0.5204033214709372,0,0,0.1,0,0.02,2.0,Low Risk
111.53,1,9,299.97,0,0,-188.44000000000003,0.37180384705137176,0,1,0.0,0,0.02,2.0,Low Risk
67.13,22,26,64.68,1,0,2.4499999999999886,1.0378787878787876,0,0,0.0,0,0.02,2.0,Low Risk
59.77,1,15,45.47,0,2,14.300000000000004,1.3144930723553994,0,1,0.13333333333333333,0,0.02,2.0,Low Risk
128.42,13,2,138.09,0,1,-9.670000000000016,0.9299732058802229,0,0,0.5,0,0.02,2.0,Low Risk
40.24,15,4,397.5,0,3,-357.26,0.10123270440251572,0,0,0.75,0,0.02,2.0,Low Risk
147.66,9,9,60.87,0,2,86.78999999999999,2.425825529817644,1,0,0.2222222222222222,0,0.02,2.0,Low Risk
291.04,7,42,127.14,0,1,163.90000000000003,2.2891300928110745,1,0,0.023809523809523808,1,0.02,2.0,Low Risk
139.93,20,4,140.17,0,1,-0.23999999999998067,0.9982877933937363,0,0,0.25,0,0.02,2.0,Low Risk
118.25,13,3,46.4,0,1,71.85,2.5484913793103448,1,0,0.3333333333333333,0,0.02,2.0,Low Risk
78.69,7,16,75.66,0,1,3.030000000000001,1.0400475812846948,0,0,0.0625,0,0.02,2.0,Low Risk
35.9,10,27,85.34,0,2,-49.440000000000005,0.42067026013592684,0,0,0.07407407407407407,0,0.02,2.0,Low Risk
52.96,6,12,135.96,0,2,-83.0,0.38952633127390407,0,0,0.16666666666666666,0,0.02,2.0,Low Risk
70.28,16,20,136.91,0,2,-66.63,0.5133299247680958,0,0,0.1,0,0.02,2.0,Low Risk
106.36,19,10,220.86,0,2,-114.50000000000001,0.4815720365842615,0,0,0.2,0,0.02,2.0,Low Risk
186.94,4,25,92.5,0,1,94.44,2.020972972972973,1,1,0.04,0,0.02,2.0,Low Risk
89.37,16,22,364.09,0,3,-274.71999999999997,0.2454612870444121,0,0,0.13636363636363635,0,0.02,2.0,Low Risk
149.2,7,27,247.73,0,2,-98.53,0.6022685988778105,0,0,0.07407407407407407,0,0.02,2.0,Low Risk
182.14,1,3,54.78,0,2,127.35999999999999,3.3249361080686377,1,1,0.6666666666666666,0,0.02,2.0,Low Risk
139.28,0,29,69.53,0,1,69.75,2.00316410182655,1,1,0.034482758620689655,0,0.02,2.0,Low Risk
269.83,21,15,445.48,0,0,-175.65000000000003,0.6057062045434138,0,0,0.0,0,0.02,2.0,Low Risk
43.05,23,17,104.13,0,4,-61.08,0.41342552578507635,0,1,0.23529411764705882,0,0.015,1.5,Low Risk
107.78,22,31,145.22,0,2,-37.44,0.7421842721388239,0,0,0.06451612903225806,0,0.015,1.5,Low Risk
33.98,1,10,119.28,0,2,-85.30000000000001,0.28487592219986585,0,1,0.2,0,0.015,1.5,Low Risk
124.27,15,1,113.55,0,3,10.719999999999999,1.0944077498899163,0,0,3.0,0,0.015,1.5,Low Risk
137.84,16,21,108.37,0,2,29.47,1.2719387284303774,0,0,0.09523809523809523,0,0.015,1.5,Low Risk
257.89,8,9,197.45,0,0,60.44,1.306102810838187,0,0,0.0,0,0.015,1.5,Low Risk
190.11,17,17,283.53,0,4,-93.41999999999996,0.6705110570310021,0,0,0.23529411764705882,0,0.015,1.5,Low Risk
36.24,5,17,164.73,0,3,-128.48999999999998,0.21999635767619743,0,1,0.17647058823529413,0,0.015,1.5,Low Risk
127.52,16,18,112.37,0,2,15.149999999999991,1.1348224615110794,0,0,0.1111111111111111,0,0.015,1.5,Low Risk
232.21,10,18,139.81,0,1,92.4,1.6608969315499607,0,0,0.05555555555555555,0,0.015,1.5,Low Risk
116.85,12,5,106.54,1,2,10.309999999999988,1.096771165759339,0,0,0.4,0,0.015,1.5,Low Risk
153.44,5,28,63.37,1,2,90.07,2.421335016569355,1,1,0.07142857142857142,0,0.015,1.5,Low Risk
105.1,23,12,153.12,0,3,-48.02000000000001,0.6863897596656217,0,1,0.25,0,0.015,1.5,Low Risk
49.32,15,28,25.94,0,1,23.38,1.9013107170393215,0,0,0.03571428571428571,0,0.015,1.5,Low Risk
282.28,6,12,118.21,0,1,164.07,2.3879536418238727,1,0,0.08333333333333333,0,0.015,1.5,Low Risk
112.91,5,25,122.67,0,0,-9.760000000000005,0.9204369446482432,0,1,0.0,0,0.015,1.5,Low Risk
125.55,7,36,129.17,0,3,-3.6199999999999903,0.9719749167763413,0,0,0.08333333333333333,0,0.015,1.5,Low Risk
234.17,19,32,203.67,0,1,30.5,1.1497520498846172,0,0,0.03125,0,0.015,1.5,Low Risk
100.79,8,26,281.4,0,2,-180.60999999999996,0.35817341862117985,0,0,0.07692307692307693,0,0.015,1.5,Low Risk
403.63,10,27,51.2,0,2,352.43,7.8833984374999995,1,0,0.07407407407407407,0,0.015,1.5,Low Risk
144.57,14,9,121.38,0,2,23.189999999999998,1.1910528917449332,0,0,0.2222222222222222,0,0.015,1.5,Low Risk
38.32,21,29,288.0,0,1,-249.68,0.13305555555555557,0,0,0.034482758620689655,0,0.015,1.5,Low Risk
57.2,21,38,595.29,0,1,-538.0899999999999,0.09608762115943491,0,0,0.02631578947368421,0,0.015,1.5,Low Risk
79.92,14,32,43.6,0,2,36.32,1.8330275229357798,0,0,0.0625,0,0.015,1.5,Low Risk
44.51,13,21,85.51,0,0,-41.00000000000001,0.5205239153315401,0,0,0.0,0,0.015,1.5,Low Risk
113.53,4,6,67.64,0,2,45.89,1.6784447072738025,0,1,0.3333333333333333,0,0.015,1.5,Low Risk
54.0,17,17,91.22,0,0,-37.22,0.591975443981583,0,0,0.0,0,0.015,1.5,Low Risk
276.64,1,9,87.12,0,5,189.51999999999998,3.175390266299357,1,1,0.5555555555555556,0,0.015,1.5,Low Risk
89.19,9,23,331.26,0,0,-242.07,0.2692447020467307,0,0,0.0,0,0.015,1.5,Low Risk
153.74,8,19,160.46,0,2,-6.719999999999999,0.958120403838963,0,0,0.10526315789473684,0,0.015,1.5,Low Risk
68.32,12,18,359.95,0,4,-291.63,0.18980413946381441,0,0,0.2222222222222222,0,0.015,1.5,Low Risk
51.32,12,27,193.21,0,1,-141.89000000000001,0.2656177216500181,0,0,0.037037037037037035,0,0.015,1.5,Low Risk
213.65,12,23,202.52,0,1,11.129999999999995,1.0549575350582658,0,0,0.043478260869565216,0,0.015,1.5,Low Risk
46.58,5,18,74.21,0,0,-27.629999999999995,0.6276782104837624,0,1,0.0,0,0.015,1.5,Low Risk
158.32,22,7,240.76,0,3,-82.44,0.6575843163316165,0,0,0.42857142857142855,0,0.015,1.5,Low Risk
84.5,0,1,225.84,0,2,-141.34,0.3741586964222458,0,1,2.0,0,0.015,1.5,Low Risk
73.34,11,41,100.25,0,1,-26.909999999999997,0.731571072319202,0,0,0.024390243902439025,0,0.015,1.5,Low Risk
116.93,7,14,87.7,0,3,29.230000000000004,1.3332953249714938,0,0,0.21428571428571427,0,0.015,1.5,Low Risk
147.36,13,21,176.59,0,2,-29.22999999999999,0.8344753383543803,0,0,0.09523809523809523,0,0.015,1.5,Low Risk
546.07,8,25,202.9,0,0,343.1700000000001,2.6913257762444553,1,0,0.0,0,0.015,1.5,Low Risk
155.73,12,20,63.97,0,3,91.75999999999999,2.4344223854931997,1,0,0.15,0,0.015,1.5,Low Risk
49.88,7,5,155.58,0,4,-105.70000000000002,0.32060676179457515,0,0,0.8,0,0.015,1.5,Low Risk
144.91,0,18,122.16,0,0,22.75,1.186231172233137,0,1,0.0,0,0.015,1.5,Low Risk
123.96,14,13,53.77,1,0,70.19,2.3053747442811976,1,0,0.0,0,0.015,1.5,Low Risk
42.14,15,47,122.71,0,1,-80.57,0.34341129492298916,0,0,0.02127659574468085,0,0.015,1.5,Low Risk
118.69,16,11,125.54,1,3,-6.8500000000000085,0.9454357176995379,0,0,0.2727272727272727,0,0.015,1.5,Low Risk
30.92,19,19,90.87,0,0,-59.95,0.34026631451524153,0,0,0.0,0,0.015,1.5,Low Risk
236.42,3,22,301.69,0,1,-65.27000000000001,0.7836520932082601,0,1,0.045454545454545456,0,0.015,1.5,Low Risk
68.5,14,21,190.32,0,3,-121.82,0.3599201345102985,0,0,0.14285714285714285,0,0.015,1.5,Low Risk
111.73,17,31,35.85,0,1,75.88,3.1165969316596933,1,0,0.03225806451612903,0,0.015,1.5,Low Risk
283.43,12,40,97.36,0,1,186.07,2.9111544782251437,1,0,0.025,0,0.015,1.5,Low Risk
158.45,23,27,190.9,0,0,-32.45000000000002,0.8300157150340491,0,1,0.0,0,0.015,1.5,Low Risk
96.99,8,9,69.36,0,0,27.629999999999995,1.398356401384083,0,0,0.0,0,0.015,1.5,Low Risk
163.18,8,1,613.17,0,1,-449.98999999999995,0.26612521812874085,0,0,1.0,0,0.015,1.5,Low Risk
413.36,22,25,187.26,0,1,226.10000000000002,2.2074121542240737,1,0,0.04,0,0.015,1.5,Low Risk
128.2,20,11,101.56,0,0,26.639999999999986,1.2623079952737297,0,0,0.0,0,0.015,1.5,Low Risk
325.75,3,26,55.24,0,3,270.51,5.896994931209268,1,1,0.11538461538461539,0,0.015,1.5,Low Risk
243.06,1,14,136.55,0,1,106.50999999999999,1.7800073233247893,0,1,0.07142857142857142,0,0.015,1.5,Low Risk
199.97,8,25,209.26,0,2,-9.289999999999992,0.9556054668833031,0,0,0.08,0,0.015,1.5,Low Risk
88.61,4,17,148.37,0,4,-59.760000000000005,0.5972231583204152,0,1,0.23529411764705882,0,0.015,1.5,Low Risk
141.25,11,12,93.35,0,2,47.900000000000006,1.5131226566684521,0,0,0.16666666666666666,0,0.015,1.5,Low Risk
415.64,13,18,49.28,0,0,366.36,8.434253246753247,1,0,0.0,0,0.015,1.5,Low Risk
81.53,5,9,125.23,0,0,-43.7,0.6510420825680747,0,1,0.0,0,0.015,1.5,Low Risk
98.71,7,12,399.05,0,2,-300.34000000000003,0.24736248590402202,0,0,0.16666666666666666,0,0.015,1.5,Low Risk
349.6,14,25,111.86,0,1,237.74,3.1253352404791706,1,0,0.04,0,0.015,1.5,Low Risk
127.0,3,12,14.26,0,1,112.74,8.906030855539973,1,1,0.08333333333333333,0,0.015,1.5,Low Risk
46.03,14,29,57.35,0,3,-11.32,0.802615518744551,0,0,0.10344827586206896,0,0.015,1.5,Low Risk
102.75,22,11,374.2,0,3,-271.45,0.2745857830037413,0,0,0.2727272727272727,0,0.015,1.5,Low Risk
38.36,0,8,147.32,0,2,-108.96,0.26038555525386914,0,1,0.25,0,0.015,1.5,Low Risk
20.79,7,9,50.03,0,2,-29.240000000000002,0.41555066959824105,0,0,0.2222222222222222,0,0.015,1.5,Low Risk
108.74,7,17,259.44,1,0,-150.7,0.41913351834720936,0,0,0.0,0,0.015,1.5,Low Risk
99.88,20,27,60.94,0,4,38.94,1.6389891696750902,0,0,0.14814814814814814,0,0.015,1.5,Low Risk
89.15,3,14,355.25,0,1,-266.1,0.2509500351864884,0,1,0.07142857142857142,0,0.015,1.5,Low Risk
248.33,10,33,76.65,0,0,171.68,3.239791258969341,1,0,0.0,0,0.015,1.5,Low Risk
80.07,9,17,145.72,0,2,-65.65,0.5494784518254185,0,0,0.11764705882352941,0,0.015,1.5,Low Risk
90.18,14,9,201.15,0,2,-110.97,0.44832214765100675,0,0,0.2222222222222222,0,0.015,1.5,Low Risk
119.56,13,31,315.83,0,1,-196.26999999999998,0.3785580850457525,0,0,0.03225806451612903,0,0.015,1.5,Low Risk
338.02,23,10,73.24,1,1,264.78,4.615237575095576,1,1,0.1,0,0.015,1.5,Low Risk
241.04,16,15,193.11,0,2,47.92999999999998,1.2482005074827818,0,0,0.13333333333333333,0,0.015,1.5,Low Risk
42.98,18,33,186.83,1,2,-143.85000000000002,0.23004870738104155,0,0,0.06060606060606061,0,0.015,1.5,Low Risk
130.28,1,28,117.89,0,1,12.39,1.1050979726864025,0,1,0.03571428571428571,0,0.015,1.5,Low Risk
208.76,6,25,172.44,0,1,36.31999999999999,1.2106239851542566,0,0,0.04,0,0.015,1.5,Low Risk
93.24,14,19,143.88,0,1,-50.64,0.6480400333611342,0,0,0.05263157894736842,0,0.015,1.5,Low Risk
72.54,7,23,221.25,0,2,-148.70999999999998,0.32786440677966106,0,0,0.08695652173913043,0,0.015,1.5,Low Risk
36.88,22,43,158.47,0,2,-121.59,0.23272543699122863,0,0,0.046511627906976744,0,0.015,1.5,Low Risk
58.19,17,8,623.11,0,1,-564.9200000000001,0.0933864004750365,0,0,0.125,0,0.015,1.5,Low Risk
75.43,3,23,149.23,0,0,-73.79999999999998,0.5054613683575689,0,1,0.0,0,0.015,1.5,Low Risk
60.98,6,18,210.36,0,1,-149.38000000000002,0.2898840083666096,0,0,0.05555555555555555,0,0.015,1.5,Low Risk
69.62,21,1,57.01,0,1,12.610000000000007,1.221189265041221,0,0,1.0,0,0.015,1.5,Low Risk
132.21,22,13,118.58,0,1,13.63000000000001,1.1149434980603812,0,0,0.07692307692307693,0,0.015,1.5,Low Risk
161.41,9,19,187.69,0,0,-26.28,0.8599818850231765,0,0,0.0,0,0.015,1.5,Low Risk
360.57,12,13,69.6,0,1,290.97,5.180603448275862,1,0,0.07692307692307693,0,0.015,1.5,Low Risk
125.45,14,25,101.16,0,0,24.290000000000006,1.2401146698299723,0,0,0.0,0,0.015,1.5,Low Risk
133.45,21,1,61.48,0,6,71.97,2.1706245933636956,1,0,6.0,0,0.015,1.5,Low Risk
124.75,5,16,102.53,0,3,22.22,1.2167170584219253,0,1,0.1875,0,0.015,1.5,Low Risk
46.82,12,20,254.97,0,4,-208.15,0.18362944660156097,0,0,0.2,0,0.015,1.5,Low Risk
74.46,19,31,73.06,0,2,1.3999999999999915,1.019162332329592,0,0,0.06451612903225806,0,0.015,1.5,Low Risk
220.9,13,12,177.99,0,2,42.91,1.241080959604472,0,0,0.16666666666666666,0,0.015,1.5,Low Risk
71.58,0,29,69.65,0,3,1.9299999999999926,1.0277099784637471,0,1,0.10344827586206896,0,0.015,1.5,Low Risk
52.58,2,7,149.75,0,1,-97.17,0.351118530884808,0,1,0.14285714285714285,0,0.015,1.5,Low Risk
43.64,0,17,62.05,0,1,-18.409999999999997,0.703303787268332,0,1,0.058823529411764705,0,0.015,1.5,Low Risk
184.53,13,34,69.53,0,2,115.0,2.653962318423702,1,0,0.058823529411764705,0,0.015,1.5,Low Risk
80.04,22,10,229.24,0,2,-149.2,0.3491537253533415,0,0,0.2,0,0.015,1.5,Low Risk
217.98,23,10,199.96,0,2,18.019999999999982,1.0901180236047208,0,1,0.2,0,0.015,1.5,Low Risk
137.68,23,7,82.66,0,2,55.02000000000001,1.6656181950157272,0,1,0.2857142857142857,0,0.015,1.5,Low Risk
86.16,23,25,69.69,0,4,16.47,1.2363323288850625,0,1,0.16,0,0.015,1.5,Low Risk
166.25,8,21,332.46,0,1,-166.20999999999998,0.500060157612946,0,0,0.047619047619047616,0,0.015,1.5,Low Risk
126.01,2,25,334.95,0,2,-208.94,0.3762054037916107,0,1,0.08,0,0.015,1.5,Low Risk
155.97,18,27,135.24,0,1,20.72999999999999,1.1532830523513753,0,0,0.037037037037037035,0,0.015,1.5,Low Risk
112.1,18,22,173.0,0,5,-60.900000000000006,0.6479768786127167,0,0,0.22727272727272727,0,0.015,1.5,Low Risk
50.39,17,19,191.88,0,1,-141.49,0.26261204919741504,0,0,0.05263157894736842,0,0.015,1.5,Low Risk
128.42,17,32,207.82,0,1,-79.4,0.6179386007121547,0,0,0.03125,0,0.015,1.5,Low Risk
52.82,18,31,49.1,0,2,3.719999999999999,1.075763747454175,0,0,0.06451612903225806,0,0.015,1.5,Low Risk
27.69,15,2,151.03,0,0,-123.34,0.18334105806793352,0,0,0.0,0,0.015,1.5,Low Risk
28.78,21,12,125.84,0,3,-97.06,0.22870311506675142,0,0,0.25,0,0.015,1.5,Low Risk
192.0,22,11,100.28,0,2,91.72,1.9146390107698443,0,0,0.18181818181818182,0,0.015,1.5,Low Risk
140.21,15,1,40.06,0,2,100.15,3.5,1,0,2.0,0,0.015,1.5,Low Risk
104.48,8,18,110.89,0,1,-6.409999999999997,0.9421949679862928,0,0,0.05555555555555555,0,0.015,1.5,Low Risk
61.45,4,19,97.59,0,2,-36.14,0.6296751716364382,0,1,0.10526315789473684,0,0.015,1.5,Low Risk
240.69,16,27,127.89,0,0,112.8,1.8820079756040347,0,0,0.0,0,0.015,1.5,Low Risk
168.34,20,26,53.15,0,0,115.19,3.1672624647224836,1,0,0.0,0,0.015,1.5,Low Risk
23.29,17,13,63.01,0,2,-39.72,0.3696238692271068,0,0,0.15384615384615385,0,0.015,1.5,Low Risk
50.11,18,19,119.05,0,0,-68.94,0.42091558168836624,0,0,0.0,1,0.015,1.5,Low Risk
79.29,13,23,78.52,0,1,0.7700000000000102,1.0098064187468163,0,0,0.043478260869565216,0,0.015,1.5,Low Risk
46.21,10,12,179.57,1,1,-133.35999999999999,0.25733697165450803,0,0,0.08333333333333333,0,0.015,1.5,Low Risk
65.17,21,25,121.76,0,1,-56.59,0.5352332457293035,0,0,0.04,0,0.015,1.5,Low Risk
81.4,7,34,41.78,1,3,39.620000000000005,1.9483006223073243,0,0,0.08823529411764706,0,0.015,1.5,Low Risk
82.8,7,30,197.59,0,3,-114.79,0.4190495470418543,0,0,0.1,0,0.015,1.5,Low Risk
95.15,19,5,373.98,0,1,-278.83000000000004,0.25442537034065993,0,0,0.2,0,0.015,1.5,Low Risk
98.86,7,4,163.95,0,0,-65.08999999999999,0.6029887160719732,0,0,0.0,0,0.015,1.5,Low Risk
111.37,11,3,190.25,0,0,-78.88,0.5853876478318003,0,0,0.0,0,0.015,1.5,Low Risk
71.85,16,18,50.33,0,1,21.519999999999996,1.4275779852970394,0,0,0.05555555555555555,0,0.015,1.5,Low Risk
53.59,11,21,111.17,0,4,-57.58,0.4820545111091122,0,0,0.19047619047619047,0,0.015,1.5,Low Risk
212.3,1,42,34.84,0,0,177.46,6.093570608495981,1,1,0.0,0,0.015,1.5,Low Risk
30.09,6,10,56.67,0,5,-26.580000000000002,0.5309687665431445,0,0,0.5,0,0.015,1.5,Low Risk
68.69,20,18,151.03,0,2,-82.34,0.4548103025888896,0,0,0.1111111111111111,0,0.015,1.5,Low Risk
120.67,22,21,74.04,1,0,46.629999999999995,1.6297947055645596,0,0,0.0,0,0.015,1.5,Low Risk
91.04,15,6,218.98,0,2,-127.93999999999998,0.4157457302036716,0,0,0.3333333333333333,0,0.015,1.5,Low Risk
189.51,17,23,119.64,1,1,69.86999999999999,1.5840020060180542,0,0,0.043478260869565216,0,0.015,1.5,Low Risk
43.57,10,28,84.03,0,1,-40.46,0.5185052957277163,0,0,0.03571428571428571,0,0.015,1.5,Low Risk
38.19,20,19,227.81,0,2,-189.62,0.16763969974979148,0,0,0.10526315789473684,0,0.015,1.5,Low Risk
261.02,20,20,235.83,0,2,25.18999999999997,1.1068142305898314,0,0,0.1,0,0.015,1.5,Low Risk
37.35,22,17,67.01,0,1,-29.660000000000004,0.557379495597672,0,0,0.058823529411764705,0,0.015,1.5,Low Risk
276.99,20,24,14.68,1,0,262.31,18.868528610354225,1,0,0.0,0,0.015,1.5,Low Risk
184.9,5,29,210.37,0,1,-25.47,0.8789276037457813,0,1,0.034482758620689655,0,0.015,1.5,Low Risk
96.5,1,17,32.17,0,1,64.33,2.999689151383276,1,1,0.058823529411764705,0,0.015,1.5,Low Risk
168.41,15,9,202.95,0,1,-34.53999999999999,0.829810298102981,0,0,0.1111111111111111,0,0.015,1.5,Low Risk
77.16,3,25,133.57,0,0,-56.41,0.5776746275361234,0,1,0.0,0,0.015,1.5,Low Risk
254.78,20,4,183.4,0,1,71.38,1.3892039258451472,0,0,0.25,0,0.015,1.5,Low Risk
108.34,0,25,187.76,0,4,-79.41999999999999,0.5770132083510865,0,1,0.16,0,0.015,1.5,Low Risk
98.96,14,14,236.86,0,3,-137.90000000000003,0.4177995440344507,0,0,0.21428571428571427,0,0.015,1.5,Low Risk
18.38,22,30,57.77,1,2,-39.39,0.31815821360567764,0,0,0.06666666666666667,0,0.015,1.5,Low Risk
76.58,9,26,52.39,1,2,24.189999999999998,1.4617293376598588,0,0,0.07692307692307693,0,0.015,1.5,Low Risk
100.48,9,16,97.53,0,1,2.950000000000003,1.030247103455347,0,0,0.0625,0,0.015,1.5,Low Risk
173.75,7,24,194.79,0,1,-21.039999999999992,0.891986241593511,0,0,0.041666666666666664,0,0.015,1.5,Low Risk
71.98,15,10,209.47,0,2,-137.49,0.343629159306822,0,0,0.2,0,0.015,1.5,Low Risk
150.45,4,37,65.14,0,0,85.30999999999999,2.3096407737181455,1,1,0.0,0,0.015,1.5,Low Risk
52.81,20,29,88.18,0,3,-35.370000000000005,0.5988886368791109,0,0,0.10344827586206896,0,0.015,1.5,Low Risk
46.33,22,24,237.03,0,2,-190.7,0.19546049023330378,0,0,0.08333333333333333,0,0.015,1.5,Low Risk
91.33,14,22,135.78,0,7,-44.45,0.6726321991456768,0,0,0.3181818181818182,0,0.015,1.5,Low Risk
183.94,14,12,203.79,0,3,-19.849999999999994,0.9025958094116493,0,0,0.25,1,0.015,1.5,Low Risk
45.88,14,25,47.98,0,2,-2.0999999999999943,0.9562317632346813,0,0,0.08,0,0.015,1.5,Low Risk
51.86,18,20,385.49,0,1,-333.63,0.13453007860126073,0,0,0.05,0,0.015,1.5,Low Risk
