transaction_id,customer_id,transaction_amount,country,transaction_type,device,transaction_hour,customer_transaction_count,customer_average_amount,international_transaction,failed_transactions,fraud
9364,2036,83.17,Senegal,Transfer,Web,8,28,269.03,0,1,0
9365,1235,73.49,Germany,Cash Withdrawal,Mobile,19,36,114.17,0,0,0
9366,3498,521.98,Spain,Card Payment,Mobile,21,17,54.82,0,2,1
9367,3599,23.49,Spain,Card Payment,Web,9,22,110.9,0,1,0
9368,3507,570.72,Spain,Online Payment,Mobile,20,26,135.06,0,0,0
9369,3393,120.65,Senegal,Online Payment,Web,7,19,165.41,0,3,0
9370,1871,251.23,Portugal,Transfer,Tablet,21,14,214.84,1,0,0
9371,1599,51.91,Portugal,Online Payment,Web,11,14,89.97,0,0,0
9372,2639,58.61,United Kingdom,Transfer,Mobile,7,14,110.13,1,2,0
9373,1314,86.96,Germany,Online Payment,Mobile,12,12,74.24,0,2,0
9374,2284,275.48,Senegal,Card Payment,Mobile,8,12,107.58,0,0,0
9375,1937,105.05,Germany,Transfer,Web,7,5,82.02,0,1,0
9376,2556,287.69,Germany,Card Payment,Mobile,18,11,40.39,1,1,0
9377,491,242.3,Germany,Online Payment,Mobile,6,22,325.48,0,1,0
9378,938,54.8,United Kingdom,Transfer,Web,0,16,83.1,1,0,0
9379,3925,142.02,Germany,Transfer,Web,10,35,72.48,0,2,0
9380,3676,258.92,France,Transfer,Web,3,26,113.36,0,1,0
9381,1065,26.96,France,Online Payment,Mobile,2,1,87.57,0,2,0
9382,3448,39.72,Spain,Transfer,Mobile,6,38,180.1,0,1,0
9383,2637,95.48,Portugal,Card Payment,Mobile,5,38,200.13,0,1,0
9384,913,80.65,Senegal,Cash Withdrawal,Tablet,12,21,197.92,0,3,0
9385,3199,265.07,Germany,Card Payment,Tablet,22,16,36.23,0,1,0
9386,464,113.97,Senegal,Cash Withdrawal,Web,9,7,350.74,0,1,0
9387,3483,68.84,Germany,Transfer,Tablet,17,14,181.36,0,2,0
9388,2812,282.13,Senegal,Cash Withdrawal,Tablet,7,33,61.78,0,0,0
9389,618,321.68,Senegal,Cash Withdrawal,Mobile,22,7,88.84,0,1,0
9390,1038,97.67,United Kingdom,Online Payment,Mobile,12,29,479.03,0,3,0
9391,858,25.43,Portugal,Card Payment,Mobile,4,26,136.92,0,1,0
9392,2262,129.22,Portugal,Card Payment,Web,0,10,207.09,1,2,0
9393,343,181.95,Portugal,Cash Withdrawal,Web,15,7,208.19,0,1,0
9394,2758,130.48,Senegal,Transfer,Web,3,15,54.51,0,2,0
9395,781,99.42,Portugal,Transfer,Web,0,30,161.59,0,1,0
9396,2356,268.18,Portugal,Card Payment,Tablet,9,26,61.78,0,3,0
9397,1401,112.94,Portugal,Cash Withdrawal,Web,13,15,28.77,0,0,0
9398,3094,138.79,Portugal,Online Payment,Mobile,11,24,108.28,0,0,0
9399,423,81.52,Senegal,Online Payment,Mobile,23,25,35.5,1,3,0
9400,3995,338.53,United Kingdom,Online Payment,Tablet,8,28,371.4,1,0,0
9401,1821,34.01,United Kingdom,Online Payment,Web,19,11,165.02,0,2,0
9402,24,85.59,Senegal,Transfer,Mobile,9,14,85.02,0,2,0
9403,3965,97.95,Germany,Card Payment,Web,12,9,383.0,0,2,0
9404,2712,126.38,Portugal,Transfer,Tablet,22,11,105.19,0,1,0
9405,2455,111.86,Spain,Online Payment,Tablet,23,17,119.79,0,0,0
9406,282,154.3,United Kingdom,Transfer,Tablet,5,30,55.43,0,3,0
9407,3435,169.88,Spain,Transfer,Tablet,1,26,157.92,0,2,0
9408,2583,126.48,United Kingdom,Transfer,Mobile,20,21,103.3,0,2,0
9409,478,294.42,Portugal,Card Payment,Web,22,17,356.9,0,1,0
9410,165,111.81,Senegal,Card Payment,Tablet,3,24,70.46,1,0,0
9411,1075,200.55,Germany,Card Payment,Mobile,10,17,181.74,0,1,0
9412,1276,137.19,Spain,Cash Withdrawal,Web,13,13,90.04,0,1,0
9413,1419,169.02,Senegal,Card Payment,Mobile,17,16,406.71,0,0,0
9414,1935,45.83,Portugal,Transfer,Mobile,14,24,67.1,0,1,0
9415,943,113.68,Spain,Transfer,Tablet,19,21,22.9,1,2,0
9416,879,95.97,France,Cash Withdrawal,Web,16,30,360.9,0,2,0
9417,92,116.33,Germany,Online Payment,Tablet,23,16,182.71,0,2,0
9418,1938,94.68,Germany,Cash Withdrawal,Web,6,27,54.2,0,0,0
9419,3912,94.66,France,Card Payment,Web,13,31,18.7,0,1,0
9420,3579,254.24,Portugal,Cash Withdrawal,Web,21,23,104.12,0,1,0
9421,2384,221.6,Portugal,Card Payment,Mobile,12,22,125.7,1,2,0
9422,2782,111.95,Germany,Card Payment,Tablet,5,1,60.61,1,2,0
9423,2924,112.1,United Kingdom,Cash Withdrawal,Tablet,18,4,116.72,0,3,0
9424,3232,93.77,Portugal,Cash Withdrawal,Tablet,9,1,156.56,0,1,0
9425,1619,43.83,Spain,Cash Withdrawal,Web,10,23,307.57,1,1,0
9426,484,60.26,Portugal,Cash Withdrawal,Web,4,18,102.7,0,2,0
9427,1052,226.31,France,Online Payment,Tablet,1,31,147.03,0,3,0
9428,3233,122.25,Spain,Card Payment,Web,7,14,137.78,0,1,0
9429,1652,194.43,United Kingdom,Online Payment,Mobile,4,12,83.08,0,4,0
9430,1322,77.7,United Kingdom,Cash Withdrawal,Tablet,20,12,82.49,0,2,0
9431,2968,45.88,Spain,Card Payment,Mobile,14,25,47.98,0,2,0
9432,3376,116.74,Germany,Online Payment,Web,20,27,227.06,0,1,0
9433,3866,82.81,Spain,Online Payment,Tablet,0,17,67.24,0,2,0
9434,2969,50.39,France,Cash Withdrawal,Web,17,19,191.88,0,1,0
9435,1962,65.65,United Kingdom,Transfer,Tablet,3,16,156.12,0,2,0
9436,2701,151.4,Portugal,Transfer,Tablet,5,10,60.13,0,0,0
9437,3372,93.13,Senegal,Transfer,Tablet,10,15,189.08,1,2,0
9438,2050,404.61,United Kingdom,Cash Withdrawal,Web,0,9,173.86,0,4,0
9439,488,570.27,United Kingdom,Card Payment,Tablet,2,25,46.15,0,0,0
9440,3970,134.71,Spain,Cash Withdrawal,Web,20,18,107.5,0,2,0
9441,3829,337.99,Portugal,Online Payment,Mobile,21,16,44.95,0,3,0
9442,1269,72.54,France,Card Payment,Web,8,10,61.12,0,2,0
9443,3382,69.51,United Kingdom,Card Payment,Tablet,8,23,292.62,0,5,0
9444,834,85.22,Portugal,Card Payment,Mobile,9,19,80.17,0,3,0
9445,1000,55.98,Spain,Cash Withdrawal,Web,10,40,133.13,0,2,0
9446,366,159.44,France,Transfer,Mobile,2,8,146.09,0,1,0
9447,3276,65.41,Spain,Cash Withdrawal,Tablet,3,16,348.91,0,0,0
9448,220,11.06,United Kingdom,Transfer,Mobile,17,19,93.74,0,0,0
9449,960,107.95,Senegal,Transfer,Tablet,5,13,136.24,0,0,0
9450,2939,430.69,United Kingdom,Card Payment,Web,13,14,107.42,0,1,0
9451,1797,189.81,Senegal,Online Payment,Tablet,6,27,86.87,0,2,0
9452,675,124.23,Germany,Online Payment,Web,9,8,61.08,1,1,0
9453,2729,374.86,Senegal,Online Payment,Web,7,22,118.65,0,0,0
9454,2378,128.48,Portugal,Online Payment,Mobile,11,7,46.21,0,0,0
9455,2422,190.69,Senegal,Card Payment,Mobile,2,29,25.43,0,2,0
9456,774,216.42,Senegal,Card Payment,Mobile,10,27,191.27,0,1,0
9457,814,73.34,Germany,Cash Withdrawal,Web,13,17,113.09,0,0,0
9458,1746,518.16,Germany,Cash Withdrawal,Web,9,1,130.68,0,1,0
9459,354,97.37,United Kingdom,Transfer,Mobile,3,34,407.36,1,0,0
9460,3727,112.47,United Kingdom,Online Payment,Mobile,0,23,135.11,0,1,0
9461,1312,55.66,France,Transfer,Mobile,12,20,69.36,0,2,0
9462,3020,286.1,Portugal,Cash Withdrawal,Web,10,25,226.66,1,1,0
9463,3788,202.02,Spain,Cash Withdrawal,Web,0,27,80.43,0,5,0
9464,855,70.13,Portugal,Online Payment,Mobile,14,20,74.37,0,0,0
9465,2060,78.47,United Kingdom,Transfer,Tablet,4,32,74.49,0,1,0
9466,2598,406.3,Spain,Online Payment,Web,16,1,97.01,0,2,1
9467,128,436.87,Germany,Cash Withdrawal,Tablet,5,27,125.52,0,2,0
9468,1277,75.89,Portugal,Transfer,Mobile,10,29,161.77,0,1,0
9469,1742,59.5,Senegal,Cash Withdrawal,Mobile,13,8,53.52,0,1,0
9470,957,122.05,Portugal,Online Payment,Mobile,14,19,42.01,0,1,0
9471,1068,45.59,Portugal,Transfer,Mobile,1,27,67.78,0,1,0
9472,3356,151.01,Portugal,Cash Withdrawal,Mobile,5,16,145.43,0,1,0
9473,3222,239.25,Senegal,Online Payment,Tablet,19,21,82.46,0,1,0
9474,1814,100.79,Germany,Card Payment,Mobile,8,26,281.4,0,2,0
9475,3844,100.53,United Kingdom,Card Payment,Tablet,11,26,68.65,0,1,0
9476,3377,240.79,United Kingdom,Online Payment,Tablet,9,14,93.29,0,1,0
9477,3145,222.84,United Kingdom,Online Payment,Mobile,8,13,33.89,1,0,0
9478,3102,73.76,Spain,Online Payment,Web,18,5,219.9,0,2,0
9479,318,89.3,United Kingdom,Online Payment,Tablet,18,12,35.59,0,4,0
9480,470,94.77,Portugal,Transfer,Web,20,26,24.54,0,3,0
9481,259,308.3,Germany,Cash Withdrawal,Tablet,0,9,78.95,0,0,0
9482,1654,1106.38,Portugal,Transfer,Mobile,0,23,140.21,0,0,0
9483,3812,210.17,Spain,Cash Withdrawal,Web,20,1,28.78,0,1,0
9484,3702,54.68,United Kingdom,Transfer,Tablet,9,2,97.23,1,0,0
9485,1557,43.66,Germany,Online Payment,Web,3,18,113.25,0,2,0
9486,1822,31.1,United Kingdom,Online Payment,Tablet,12,6,39.34,0,0,0
9487,1408,102.06,Germany,Transfer,Tablet,14,17,371.81,1,2,0
9488,1627,148.72,Senegal,Card Payment,Mobile,12,19,132.9,0,0,0
9489,3322,116.89,United Kingdom,Transfer,Web,2,26,54.79,0,2,0
9490,2139,74.04,Germany,Cash Withdrawal,Web,17,13,78.68,0,1,0
9491,1016,52.81,United Kingdom,Transfer,Mobile,10,27,134.05,1,1,0
9492,336,158.44,Senegal,Transfer,Tablet,17,22,208.96,0,1,0
9493,3216,69.93,United Kingdom,Card Payment,Web,2,29,62.06,1,1,0
9494,530,83.76,Senegal,Card Payment,Tablet,14,9,45.16,0,1,0
9495,2869,296.84,Spain,Card Payment,Web,21,20,54.43,0,2,0
9496,2409,67.67,United Kingdom,Transfer,Mobile,16,23,72.04,1,0,0
9497,708,162.45,United Kingdom,Cash Withdrawal,Tablet,17,8,320.85,0,1,0
9498,1958,110.13,Portugal,Card Payment,Tablet,0,1,205.18,0,0,0
9499,740,138.4,Germany,Cash Withdrawal,Web,8,20,39.04,0,0,0
9500,1181,29.63,France,Cash Withdrawal,Web,5,20,18.55,0,4,0
9501,249,83.64,France,Online Payment,Tablet,3,19,114.42,0,1,0
9502,2710,61.68,United Kingdom,Online Payment,Web,13,9,101.22,0,0,0
9503,3531,94.43,Senegal,Online Payment,Tablet,5,20,40.95,0,3,0
9504,3211,251.07,France,Card Payment,Tablet,16,1,63.37,0,1,0
9505,2084,37.87,Germany,Transfer,Mobile,9,21,53.86,0,0,0
9506,945,80.01,Spain,Online Payment,Web,1,33,86.74,0,3,0
9507,2680,19.25,Senegal,Transfer,Tablet,23,20,148.34,0,3,0
9508,3511,78.83,Spain,Card Payment,Mobile,17,16,297.13,0,0,1
9509,3782,296.58,France,Online Payment,Tablet,6,20,126.47,0,1,0
9510,1551,294.39,Spain,Cash Withdrawal,Tablet,9,29,198.36,1,3,0
9511,3612,283.8,United Kingdom,Online Payment,Tablet,1,18,213.97,0,2,0
9512,336,92.02,United Kingdom,Transfer,Web,20,15,66.17,0,2,0
9513,2614,246.34,Senegal,Online Payment,Mobile,17,15,170.47,0,1,0
9514,1021,119.78,Portugal,Transfer,Mobile,21,28,91.63,1,1,0
9515,706,212.07,Spain,Online Payment,Tablet,0,19,94.82,0,0,0
9516,3246,47.34,Spain,Transfer,Tablet,8,1,266.86,0,0,0
9517,830,90.69,Senegal,Transfer,Mobile,5,30,23.24,0,1,0
9518,2106,105.35,Spain,Card Payment,Web,19,14,203.23,1,1,0
9519,1312,248.09,Spain,Transfer,Mobile,22,20,51.34,0,0,0
9520,2028,86.38,France,Transfer,Web,8,15,153.6,1,2,0
9521,3152,68.76,Germany,Card Payment,Tablet,6,19,367.72,0,4,0
9522,2735,163.51,Senegal,Cash Withdrawal,Tablet,18,9,92.37,0,0,0
9523,3841,149.8,Portugal,Transfer,Tablet,5,38,272.55,0,1,0
9524,520,205.67,France,Cash Withdrawal,Web,12,11,125.29,1,2,0
9525,1822,120.67,Senegal,Card Payment,Tablet,22,21,74.04,1,0,0
9526,807,71.54,France,Card Payment,Mobile,20,12,199.29,0,0,0
9527,2838,54.86,United Kingdom,Transfer,Mobile,8,31,45.5,0,1,0
9528,1237,511.98,United Kingdom,Online Payment,Mobile,4,27,87.1,0,0,0
9529,3578,113.91,United Kingdom,Online Payment,Web,8,15,151.92,0,1,0
9530,1406,68.12,Spain,Online Payment,Mobile,1,7,76.17,0,1,0
9531,3522,92.6,United Kingdom,Card Payment,Tablet,6,29,209.14,0,0,0
9532,1102,70.41,France,Transfer,Tablet,1,15,36.4,0,1,0
9533,214,518.87,Germany,Card Payment,Tablet,17,1,564.52,0,2,0
9534,1863,164.01,Germany,Transfer,Web,23,31,172.38,0,4,0
9535,1489,126.81,Spain,Cash Withdrawal,Tablet,16,25,73.32,0,1,0
9536,384,72.42,Portugal,Cash Withdrawal,Web,7,19,79.56,0,4,0
9537,911,459.48,Spain,Transfer,Web,18,27,83.55,0,1,0
9538,2188,97.73,Portugal,Cash Withdrawal,Tablet,1,10,104.71,0,0,0
9539,1186,159.66,Portugal,Online Payment,Web,3,29,55.82,0,1,0
9540,3847,480.12,Portugal,Card Payment,Mobile,23,39,45.11,0,0,0
9541,2481,117.88,Portugal,Online Payment,Mobile,8,2,221.85,0,2,0
9542,3267,86.7,Spain,Cash Withdrawal,Mobile,5,12,63.71,0,0,0
9543,1862,47.41,United Kingdom,Online Payment,Mobile,14,31,279.1,0,2,0
9544,1830,143.96,France,Card Payment,Mobile,15,16,206.09,0,1,0
9545,3861,118.06,Senegal,Card Payment,Mobile,14,28,119.25,0,2,0
9546,2841,43.85,Germany,Online Payment,Web,9,31,129.58,0,0,0
9547,177,493.24,Germany,Online Payment,Tablet,9,13,189.18,0,1,0
9548,2478,370.18,Spain,Card Payment,Tablet,15,30,126.08,0,1,0
9549,2000,54.41,Portugal,Online Payment,Tablet,23,23,176.1,0,0,0
9550,75,298.27,France,Cash Withdrawal,Tablet,4,41,82.28,0,1,0
9551,8,77.0,Senegal,Transfer,Mobile,9,28,128.25,1,0,0
9552,3299,103.44,Senegal,Cash Withdrawal,Tablet,10,14,44.58,0,4,0
9553,3314,60.51,France,Transfer,Mobile,7,25,209.52,0,1,0
9554,41,110.87,France,Cash Withdrawal,Web,6,1,201.07,1,1,0
9555,1807,32.03,Portugal,Transfer,Mobile,4,31,84.56,0,1,0
9556,3261,190.98,Portugal,Card Payment,Web,17,32,210.01,0,0,0
9557,3991,260.58,Portugal,Card Payment,Tablet,17,7,133.37,0,1,0
9558,3473,219.34,Spain,Online Payment,Mobile,4,10,137.06,0,2,0
9559,546,397.56,Germany,Card Payment,Tablet,18,33,105.72,1,1,0
9560,3615,171.42,Portugal,Online Payment,Mobile,18,14,113.61,1,0,0
9561,732,172.61,Senegal,Cash Withdrawal,Web,14,9,250.01,0,1,0
9562,3719,155.6,Senegal,Transfer,Tablet,2,24,72.46,0,0,0
9563,3741,43.08,Spain,Cash Withdrawal,Tablet,12,16,168.92,0,1,0
9564,1556,297.35,Portugal,Online Payment,Web,8,32,211.16,0,0,0
9565,492,76.03,Spain,Cash Withdrawal,Mobile,1,17,58.57,1,1,0
9566,682,206.26,Germany,Transfer,Web,10,14,108.76,0,1,0
9567,3017,139.82,Senegal,Card Payment,Tablet,15,14,95.4,1,1,0
9568,719,83.72,France,Card Payment,Mobile,5,1,255.07,0,2,0
9569,3999,55.8,France,Online Payment,Tablet,11,39,353.99,0,4,0
9570,3452,61.15,France,Online Payment,Tablet,21,13,163.92,1,2,0
9571,494,194.12,Portugal,Cash Withdrawal,Mobile,9,10,55.61,1,3,0
9572,3925,174.32,France,Transfer,Web,14,10,132.04,0,3,0
9573,2387,258.66,Germany,Transfer,Web,14,17,212.3,0,2,0
9574,2085,185.49,Portugal,Cash Withdrawal,Web,0,25,323.81,0,4,0
9575,1234,188.2,Germany,Cash Withdrawal,Tablet,14,35,145.45,0,3,0
9576,250,118.82,Spain,Online Payment,Tablet,7,32,186.65,0,1,0
9577,3910,85.5,Germany,Online Payment,Mobile,13,5,86.73,0,3,0
9578,1641,40.57,France,Transfer,Tablet,2,39,48.55,0,1,0
9579,791,108.01,Germany,Card Payment,Web,7,4,72.28,0,2,0
9580,3745,64.51,Spain,Card Payment,Mobile,0,23,33.59,1,0,0
9581,2880,55.65,Germany,Transfer,Mobile,16,35,44.76,0,3,0
9582,1674,71.88,France,Online Payment,Tablet,8,26,308.07,1,1,0
9583,2781,48.26,Portugal,Card Payment,Mobile,5,18,143.43,0,1,0
9584,2111,318.91,Senegal,Transfer,Mobile,19,12,82.19,0,0,0
9585,3985,114.17,United Kingdom,Cash Withdrawal,Web,8,7,126.87,0,1,0
9586,3966,139.25,United Kingdom,Cash Withdrawal,Web,5,19,66.81,0,3,0
9587,2905,329.99,Spain,Transfer,Web,9,1,342.31,0,1,0
9588,2986,129.58,Portugal,Online Payment,Mobile,14,6,61.62,0,1,0
9589,1606,46.86,Spain,Online Payment,Web,18,11,46.52,0,0,0
9590,515,399.68,Senegal,Online Payment,Mobile,6,28,192.39,0,2,0
9591,2179,87.03,France,Transfer,Web,12,26,57.44,1,3,0
9592,1300,187.75,Portugal,Transfer,Mobile,17,25,95.25,0,2,0
9593,2023,81.29,Spain,Card Payment,Tablet,2,17,64.03,0,1,0
9594,722,45.09,Senegal,Transfer,Web,6,5,116.54,0,0,0
9595,2928,89.49,Spain,Card Payment,Web,13,1,187.58,0,1,0
9596,3933,27.87,Germany,Transfer,Mobile,22,16,138.19,0,6,0
9597,419,80.36,Spain,Transfer,Mobile,10,14,112.72,0,2,0
9598,3166,41.38,Spain,Cash Withdrawal,Web,7,22,73.87,0,2,0
9599,2217,232.91,France,Cash Withdrawal,Mobile,23,31,98.96,0,2,0
9600,1454,127.06,Portugal,Transfer,Mobile,1,19,293.13,0,0,0
9601,2305,93.15,Senegal,Transfer,Tablet,20,34,178.56,1,0,0
9602,3745,231.57,Spain,Online Payment,Tablet,13,4,235.87,0,1,0
9603,1911,372.83,Spain,Transfer,Mobile,6,24,86.61,0,0,0
9604,2445,53.61,Portugal,Cash Withdrawal,Mobile,19,27,99.05,0,0,0
9605,1948,992.05,United Kingdom,Card Payment,Mobile,15,11,79.9,0,2,0
9606,2192,54.5,United Kingdom,Card Payment,Web,23,23,65.95,0,1,0
9607,3016,113.91,Germany,Online Payment,Tablet,19,24,136.7,0,3,0
9608,2280,96.31,United Kingdom,Cash Withdrawal,Mobile,19,13,86.91,0,1,0
9609,1114,329.86,Spain,Online Payment,Web,7,32,97.45,0,3,0
9610,3714,179.86,Spain,Cash Withdrawal,Mobile,11,6,166.27,0,3,0
9611,3088,152.54,Portugal,Cash Withdrawal,Tablet,18,8,42.2,0,0,0
9612,224,95.8,Senegal,Card Payment,Web,11,21,257.9,0,1,0
9613,2900,88.26,Spain,Online Payment,Mobile,4,32,174.06,0,0,0
9614,1936,114.3,Portugal,Cash Withdrawal,Mobile,4,22,199.01,0,2,0
9615,1018,88.76,Portugal,Card Payment,Tablet,5,7,59.6,0,1,0
9616,1946,159.29,France,Cash Withdrawal,Web,9,26,125.95,0,0,0
9617,1499,167.57,United Kingdom,Card Payment,Mobile,21,7,315.66,1,1,0
9618,2236,90.07,France,Cash Withdrawal,Web,13,5,69.13,0,2,0
9619,974,48.75,Spain,Online Payment,Web,21,24,73.24,0,0,0
9620,45,249.76,Germany,Cash Withdrawal,Mobile,13,18,163.47,0,3,1
9621,1746,212.23,France,Online Payment,Web,19,17,155.81,0,1,1
9622,2845,476.33,Spain,Card Payment,Web,6,34,92.36,0,4,0
9623,2529,106.76,Portugal,Card Payment,Web,12,6,100.83,0,2,0
9624,1639,317.31,Senegal,Cash Withdrawal,Tablet,21,20,146.98,0,3,0
9625,104,379.99,Portugal,Transfer,Tablet,2,27,102.42,0,4,0
9626,1567,171.96,United Kingdom,Card Payment,Tablet,10,31,72.47,0,1,0
9627,1232,128.65,Senegal,Cash Withdrawal,Tablet,5,26,102.01,0,3,0
9628,3429,40.19,United Kingdom,Online Payment,Mobile,22,28,101.46,1,2,0
9629,959,62.45,United Kingdom,Card Payment,Mobile,21,35,83.85,0,2,0
9630,3845,85.26,Spain,Online Payment,Mobile,13,6,61.92,0,2,0
9631,3012,76.83,Senegal,Cash Withdrawal,Tablet,8,11,67.75,0,0,0
9632,25,109.08,Portugal,Cash Withdrawal,Mobile,10,25,34.77,0,1,0
9633,1535,80.07,Spain,Transfer,Mobile,14,29,169.07,0,1,0
9634,269,20.2,Senegal,Cash Withdrawal,Web,12,24,93.65,0,1,0
9635,3095,112.09,United Kingdom,Online Payment,Tablet,18,19,26.51,0,0,0
9636,736,94.7,Germany,Cash Withdrawal,Mobile,16,4,65.85,0,1,0
9637,1993,81.71,United Kingdom,Cash Withdrawal,Tablet,10,21,183.59,0,1,0
9638,2463,100.07,Portugal,Online Payment,Tablet,16,21,73.75,0,2,0
9639,1718,62.2,Spain,Card Payment,Tablet,12,21,106.96,0,0,0
9640,2250,202.36,Spain,Online Payment,Web,20,8,45.0,0,2,0
9641,3241,47.2,France,Card Payment,Web,20,8,71.73,0,0,0
9642,1323,277.47,United Kingdom,Cash Withdrawal,Web,9,6,66.41,0,2,0
9643,1893,212.83,Senegal,Online Payment,Mobile,16,32,26.94,0,2,0
9644,3022,57.27,United Kingdom,Transfer,Web,17,6,65.52,0,1,0
9645,1162,128.48,Portugal,Transfer,Mobile,14,12,51.08,0,0,0
9646,3990,105.3,Senegal,Cash Withdrawal,Web,11,15,66.79,0,1,0
9647,3742,67.83,Senegal,Cash Withdrawal,Web,5,26,51.8,0,1,0
9648,2556,103.65,Spain,Card Payment,Tablet,1,16,139.26,0,2,0
9649,3309,92.27,Spain,Transfer,Mobile,1,30,179.29,0,3,0
9650,976,350.1,Senegal,Online Payment,Tablet,8,26,144.81,0,1,0
9651,161,160.99,Germany,Online Payment,Tablet,9,5,82.25,0,1,0
9652,659,46.04,France,Online Payment,Web,10,5,49.77,0,3,0
9653,2111,225.74,Spain,Transfer,Tablet,7,21,107.52,0,2,0
9654,2382,186.81,France,Transfer,Web,9,19,68.97,0,5,0
9655,2809,151.64,France,Transfer,Tablet,0,17,272.68,0,1,0
9656,1760,172.0,Germany,Cash Withdrawal,Mobile,8,14,67.21,0,2,0
9657,2859,103.51,Senegal,Card Payment,Tablet,0,12,42.06,1,0,0
9658,3821,162.46,Senegal,Card Payment,Mobile,0,12,28.77,0,3,0
9659,1713,42.33,Germany,Online Payment,Mobile,14,27,53.5,0,0,0
9660,2095,194.4,Germany,Cash Withdrawal,Web,22,35,224.91,0,0,0
9661,3657,185.73,Senegal,Online Payment,Mobile,15,33,125.05,0,0,0
9662,1416,117.15,Senegal,Transfer,Tablet,19,7,121.05,0,1,0
9663,663,55.46,United Kingdom,Card Payment,Mobile,4,36,101.08,1,1,0
9664,477,145.54,United Kingdom,Transfer,Web,6,15,150.34,0,1,0
9665,3653,110.26,France,Online Payment,Mobile,18,29,118.45,0,6,0
9666,1616,122.14,Senegal,Online Payment,Mobile,9,26,229.81,1,3,0
9667,778,166.6,France,Card Payment,Mobile,21,42,131.52,1,1,0
9668,3616,210.52,Portugal,Card Payment,Mobile,14,22,171.03,0,0,0
9669,1203,96.66,United Kingdom,Online Payment,Mobile,17,26,81.12,0,3,0
9670,3729,57.77,Germany,Cash Withdrawal,Tablet,3,21,67.5,0,2,0
9671,1867,52.86,Spain,Transfer,Mobile,4,19,84.13,0,0,0
9672,3510,166.79,United Kingdom,Transfer,Web,19,36,145.29,0,2,0
9673,3429,153.8,Germany,Cash Withdrawal,Mobile,20,31,194.15,1,3,0
9674,2611,445.92,France,Online Payment,Web,3,25,81.73,0,0,0
9675,2299,650.45,Portugal,Online Payment,Tablet,12,22,235.59,0,2,0
9676,766,315.17,France,Online Payment,Tablet,6,29,133.21,0,3,0
9677,2168,21.42,Germany,Card Payment,Mobile,16,5,207.86,0,2,0
9678,3455,253.19,Germany,Transfer,Web,11,16,159.1,0,2,0
9679,69,68.18,Senegal,Transfer,Mobile,21,18,75.9,0,0,0
9680,3314,193.65,Senegal,Cash Withdrawal,Tablet,18,13,72.73,0,2,0
9681,1318,60.34,France,Cash Withdrawal,Tablet,11,33,58.44,0,2,1
9682,3170,110.44,Spain,Online Payment,Web,8,14,103.82,0,2,0
9683,1380,182.42,Spain,Cash Withdrawal,Web,11,7,80.42,0,0,0
9684,411,32.35,United Kingdom,Cash Withdrawal,Mobile,2,18,117.89,1,6,1
9685,3118,65.21,France,Online Payment,Mobile,20,18,293.56,0,3,0
9686,3055,891.92,Portugal,Online Payment,Mobile,9,43,37.96,0,3,1
9687,3917,325.82,Senegal,Card Payment,Mobile,9,12,204.56,0,2,0
9688,1932,387.99,United Kingdom,Transfer,Mobile,1,10,141.67,0,1,0
9689,2258,98.88,Germany,Cash Withdrawal,Web,5,1,76.56,0,4,0
9690,2899,86.42,Germany,Online Payment,Mobile,5,28,87.66,0,1,0
9691,3058,60.62,Portugal,Cash Withdrawal,Web,9,19,192.7,0,0,0
9692,73,126.32,United Kingdom,Online Payment,Web,6,6,155.62,0,1,0
9693,887,39.24,Portugal,Online Payment,Tablet,1,26,50.64,0,2,1
9694,1557,96.31,United Kingdom,Online Payment,Mobile,22,28,155.71,0,1,0
9695,3946,384.08,Portugal,Transfer,Tablet,20,32,51.83,0,1,0
9696,2703,249.33,United Kingdom,Card Payment,Web,11,5,66.55,0,3,0
9697,1904,51.59,Germany,Card Payment,Mobile,9,27,112.17,0,1,0
9698,2815,182.28,Germany,Online Payment,Mobile,14,36,127.02,0,2,0
9699,1483,187.75,United Kingdom,Transfer,Tablet,5,22,60.68,0,1,0
9700,885,404.62,Spain,Transfer,Mobile,22,1,188.24,0,4,0
9701,661,69.14,France,Cash Withdrawal,Mobile,13,16,108.65,0,1,0
9702,2169,89.01,France,Online Payment,Mobile,23,8,59.41,0,2,0
9703,3895,67.23,France,Card Payment,Mobile,8,21,63.55,0,1,0
9704,1737,170.11,Germany,Cash Withdrawal,Mobile,7,26,106.93,0,1,0
9705,1339,90.17,Portugal,Cash Withdrawal,Mobile,17,8,92.5,0,1,0
9706,869,99.27,Spain,Online Payment,Mobile,1,10,162.39,0,0,0
9707,3815,205.04,Senegal,Cash Withdrawal,Web,6,29,77.15,0,1,0
9708,178,100.88,Spain,Card Payment,Tablet,18,20,172.81,0,2,0
9709,1042,183.73,Senegal,Online Payment,Tablet,0,14,112.45,1,2,0
9710,1970,113.23,Germany,Cash Withdrawal,Tablet,16,10,163.01,0,2,0
9711,2748,201.96,United Kingdom,Transfer,Mobile,11,19,155.55,0,2,0
9712,1599,37.69,Spain,Cash Withdrawal,Web,10,9,146.47,0,0,0
9713,3147,73.62,United Kingdom,Cash Withdrawal,Mobile,18,29,615.78,0,4,0
9714,95,49.85,Senegal,Transfer,Mobile,11,15,111.79,1,1,0
9715,1808,73.13,United Kingdom,Cash Withdrawal,Mobile,5,17,103.22,0,0,0
